surface,reading,romaji,pos,frequency,short_translation,detailed_translation,used_in_sentence,english_pos
伝わっ,ツタワッ,tsutawa,動詞-一般,1,conveyed,"The word '伝わっ' is a conjugated form of the verb '伝わる', which means 'to be conveyed' or 'to be transmitted'. It refers to the action of information, feelings, or messages being communicated or passed from one entity to another.",彼のメッセージがしっかりと伝わった。,verb
会,カイ,kai,名詞-普通名詞-一般,1,meeting,"The word '会' in Japanese refers to a gathering or assembly, often for formal purposes like a meeting or conference. It can also mean a society or association.",昨日、会社の会議に参加しました。,noun - common noun - general
以降,イコー,ikou,名詞-普通名詞-副詞可能,1,after,"The term '以降' refers to a point in time from which something occurs, commonly translated as 'after', 'since' or 'from now on' in English. It is often used to describe an event or situation that happens after a certain time.",会議は午後3時以降に行われます。,noun - common noun - adverbial possible
他人,タニン,tanin,名詞-普通名詞-一般,1,others,"The word '他人' refers to people who are not oneself or an individual who is separate from oneself. It can mean others, other people, or strangers.",彼は他人の意見を気にしない。,noun
仁,ヒトシ,hitoshi,名詞-固有名詞-人名-名,1,Jin,"Jin is a common Japanese given name for males. It can be associated with benevolence, as the character 仁 (Jin) can also mean 'benevolence' or 'virtue' in Chinese characters.",彼の名前は仁です。,noun (proper noun - personal name)
人間,ニンゲン,ningen,名詞-普通名詞-一般,1,human,"A human being, often referring to people in general or humanity as a whole.",人間は社会的な動物である。,noun
中三,チューサン,chuusan,名詞-普通名詞-一般,1,ninth grader,"Refers to a student in the third year of middle school in Japan, typically equivalent to the ninth grade in other educational systems.",彼は中三で、高校受験の準備をしています。,noun
中,ナカ,naka,名詞-普通名詞-副詞可能,1,inside,Refers to the interior or middle part of something. It can also indicate being among or during something.,彼は部屋の中にいます。,noun
並ん,ナラン,naran,動詞-一般,1,line up,To arrange in a line or row; to stand in a line or queue. It can also refer to organizing or placing items in an orderly sequence or series.,彼らは食べ物を求めて列に並んだ。,verb
与え,アタエ,atae,動詞-一般,1,give,"This verb means to give, present, bestow, or award something to someone.",彼は彼女にプレゼントを与えた。,verb
下品,ゲヒン,gehin,形状詞-一般,1,vulgar,"The word '下品' refers to something that is crude or lacking in good taste or refinement. It describes something as being vulgar or unsophisticated, often used in the context of behavior, speech, or appearance.",彼の話し方は下品だ。,adjective
下ごしらえ,シタゴシラエ,sago,名詞-普通名詞-サ変可能,1,preparation,"Preparation refers to the initial steps or procedures undertaken before the main cooking process. This can include washing, cutting, and seasoning ingredients to ensure they are ready for the primary cooking stage.",料理の下ごしらえを済ませてから、調理を始めます。,noun
一足,ヒトアシ,issoku,名詞-普通名詞-一般,1,pair,A unit of measurement typically used for counting pairs of objects like shoes or socks.,彼は新しい一足の靴を買いました。,noun
信,シン,shin,名詞-普通名詞-一般,1,faith,"Faith, belief or trust, often in religious or philosophical contexts. It can also mean reliability or confidence in something or someone.",彼は信を持ってすべての行動を決める。,noun
修業,シュギョー,shugyou,名詞-普通名詞-サ変可能,1,training,"The act of studying or practicing to acquire skills or discipline, often used in the context of learning a trade or an art form.",彼は毎日修業をしています。,noun
分かり,ワカリ,waka,動詞-一般,1,understand,"The term '分かり' can be translated to 'understand' or 'comprehend'. It refers to the ability to grasp the meaning, significance, or importance of something.",彼の言っていることが分かりません。,verb
名乗る,ナノル,nanoru,動詞-一般,1,call oneself,To introduce oneself or to state one's name; to claim a particular title or name for oneself.,彼は自分のことを「神」と名乗った。,verb
同時,ドージ,douji,名詞-普通名詞-一般,1,simultaneity,Simultaneity refers to the occurrence of events or actions at the same time. It implies a state where two or more things happen concurrently.,私たちは同時に到着しました。,noun - common noun - general
合わせ,アワセ,awa,動詞-一般,1,match,"To adjust or harmonize things such as actions, timing, or interests to suit each other.",彼は友達と予定を合わせた。,verb
口外,コーガイ,kougai,名詞-普通名詞-サ変可能,1,disclosure,"The act of revealing or making something known, especially confidential or secret information.",彼はその秘密を口外しないと約束した。,noun
印,シルシ,in,名詞-普通名詞-一般,1,seal,"印 (in) refers to a seal or stamp, commonly used in Japan for signatures on documents. It can also mean mark or sign.",彼の手紙には彼の個人印が押されていた。,noun
化け物,バケモノ,bakemono,名詞-普通名詞-一般,1,monster,"A creature of strange or terrifying appearance, often used to describe supernatural or mythical beings.",その山には化け物がいるという伝説がある。,noun
効か,キカ,kika,動詞-一般,1,work,"To be effective, to have an effect, or to function properly. It implies that something produces the desired result or outcome.",この薬はよく効きます。,verb
初めて,ハジメテ,hajimete,副詞,1,for the first time,Indicates that an event or action is occurring for the first time. It emphasizes the novelty or initial occurrence of the event.,彼女は初めて日本に行きました。,adverb
切っ,キッ,kitsu,動詞-非自立可能,1,cut,"The verb '切っ' is a non-independent form of the verb '切る', meaning to cut or sever. It is often used as part of compound verbs or verb endings to imply cutting, breaking, or completing an action.",紙を切ってください。,verb (non-independent)
分かん,ワカン,waka,動詞-一般,1,understand,The verb '分かる' in its informal form '分かん' means to understand or comprehend something in Japanese.,そんなことは分かんない。,verb
倒せ,タオセ,taose,動詞-一般,1,defeat,"To cause someone or something to fall, knock over, or be defeated. Often used in the context of battles or competitions.",強敵を倒せ。,verb
冷たい,ツメタイ,tsumetai,形容詞-一般,1,cold,"The word '冷たい' means 'cold' usually referring to the physical sensation of coldness to the touch, emotions perceived as unfeeling or indifferent, or referring to a cold object or person.",冷たい水を飲むのが好きです。,adjective
冗談,ジョーダン,joudan,名詞-普通名詞-一般,1,joke,"Humorous, playful, or witty expressions not meant to be taken seriously; usually a statement made to amuse others.",彼の冗談にはみんなが笑った。,noun
全然,ゼンゼン,zenzen,副詞,1,completely,"The adverb '全然' translates to 'completely' or 'entirely' in English and is often used with negative verbs to emphasize the extent to which something is not the case, similar to 'not at all'.",彼は全然興味を示さなかった。,adverb
全く,マッタク,mattaku,副詞,1,completely,"Completely, entirely, or absolutely; often used to express totality or fullness in a statement, typically to emphasize the complete extent of an action or situation.",全く信じられない。 (I completely can't believe it.),adverb
全,ゼン,zen,接頭辞,1,whole,"The prefix '全' (zen) is used to denote 'whole', 'entire', or 'complete'. It is applied to words to express the totality or full extent of something.",全自動洗濯機は便利です。,prefix
入れ物,イレモノ,iremono,名詞-普通名詞-一般,1,container,"A receptacle or object used for containing or holding something. It can be any type of box, bin, can, or similar object designed to store or contain items.",この入れ物には果物がたくさん入っています。,noun
入れ,イレ,ire,動詞-一般,1,put in,"This verb means to put something into another thing, to insert, or to include. It is often used to describe the act of placing an item into a container, adding an ingredient to a dish, or incorporating something into a group or system.",コーヒーにミルクを入れました。,verb
光中,コーチュー,kouchuu,名詞-固有名詞-人名-一般,1,Kōchū,"Kōchū is a Japanese personal name that can be used for individuals. It often serves as a given name and may carry meanings related to light, brilliance, or shining, depending on the kanji used.",光中さんはとても親切な人です。,Proper noun - Personal name
先日,センジツ,senjitsu,名詞-普通名詞-副詞可能,1,the other day,"The term '先日' refers to a recent time in the past, typically used to describe something that occurred a few days ago. It can be used as an adverb to describe the timing of an event as 'recently' or 'the other day'.",先日、友達に会いました。,"noun (common noun, adverbial)"
傷つく,キズツク,kizutsu,動詞-一般,1,hurt,"The verb '傷つく' means to get hurt or be injured, both physically and emotionally. It can refer to feeling pain due to an injury or feeling emotionally hurt or wounded.",彼の言葉で彼女は傷ついた。,verb
偉,エラ,i,形容詞-一般,1,great,"Describes something or someone as important, significant, or possessing exceptional qualities.",彼は偉い人です。,adjective
候補,コーホ,kouho,名詞-普通名詞-一般,1,candidate,A person or thing being considered for a position or role. It can also mean a possible choice or option among several possibilities.,彼は次期社長の有力な候補だ。,noun
一泡,ヒトアワ,hitoawa,名詞-普通名詞-一般,1,bubble,"A bubble, often used to describe a single bubble of air or gas in liquid. Can also metaphorically refer to an insignificant or fleeting experience.",彼はお風呂で一泡の泡を吹いた。,noun
一方,イッポー,ippou,名詞-普通名詞-副詞可能,1,one side,"In English, '一方' can mean 'one side,' 'one direction,' or indicate contrast or comparison like 'on the other hand.' It is often used to show a contrast between two parts of a sentence or two ideas.",彼は一方では親切だが、一方では厳格だ。,noun
一体,イッタイ,ittai,副詞,1,what on earth,"Used to express bewilderment or to intensify a question, similar to 'what on earth' or 'why in the world.' It can also express an overall perspective or unity in a situation.",一体何が起こったのですか？,adverb
よっ,ヨッ,yotsu,助動詞,1,let's,"An auxiliary verb used to express encouragement, agreement, or suggestion often at the end of a sentence.",明日も頑張ろうよっ。,auxiliary verb
アート,アート,aato,名詞-普通名詞-一般,1,art,"Art refers to a wide range of human activities and products of those activities, which involve creative or imaginative talent expressive of technical proficiency, beauty, emotional power, or conceptual ideas.",彼女はアートの才能があります。,noun
アハ,アハ,aha,感動詞-一般,1,aha,"""Aha"" is an interjection used to express a moment of realization or discovery. It can convey a sense of enlightenment or the sudden understanding of a concept.",アハ、なるほど、そういうことか。,interjection
アッハ,アッハ,ahha,名詞-固有名詞-人名-一般,1,Ahha,A name or term potentially used to refer to a person. It might be phonetically similar to the sound of laughter or a nickname.,彼の友達は彼をアッハと呼んでいました。,noun
ろくな,ロクナ,rokuna,連体詞,1,proper,"Refers to something that is adequate, satisfactory, or worthy of reliance. Often used in negative contexts to express dissatisfaction or inadequacy, such as 'not proper' or 'not decent.'",ろくな食べ物がない。,adnominal adjective
よっしゃ,ヨッシャ,yossha,感動詞-一般,1,Alright!,"This word is an enthusiastic interjection used to express excitement, approval, or readiness. It can be translated as 'Alright!', 'Yes!', or similar exclamations indicating agreement or being psyched up for something.",よっしゃ！今日は勝つぞ！,Interjection
よけい,ヨケー,yokei,副詞,1,excessively,"Means 'excessively' or 'too much', often used to describe an action or amount that is beyond what is necessary or desired.",それはよけいです。,adverb
よかっ,ヨカッ,yokatsu,形容詞-非自立可能,1,good,"The term can refer to something that was good, satisfactory, or favorable in a past context, often used in casual conversation.",昨日のコンサートは本当によかった。,adjective (non-independent)
よい,ヨイ,yoi,形容詞-非自立可能,1,good,"The word 'よい' is an adjective used in Japanese to describe something that is positive, favorable, or of good quality. It can be used in various contexts to imply approval, satisfaction, or suitability.",この映画はとてもよいです。,adjective
やん,ヤン,yan,動詞-非自立可能,1,isn't it?,"This is an informal and colloquial Kansai dialect phrase used at the end of a sentence to seek agreement or confirmation, similar to saying 'isn't it?' or 'right?' in English.",それは面白い話やん。,verb - auxiliary
やがれ,ヤガレ,yagare,助動詞,1,be,"An auxiliary verb that expresses a command or strong determination, often used in informal or rough speech contexts.",そんなことをやりやがれ！,auxiliary verb
やが,ヤガ,yaga,助動詞,1,soon,"This auxiliary verb is used to express the imminence or near-future occurrence of an action, often used in a way to imply annoyance or impatience with the action that is about to take place.",彼はもうすぐ帰ってきやがる。,auxiliary verb
もろ,モロ,moro,名詞-普通名詞-一般,1,brittleness,"Moro refers to the quality of being brittle or fragile, often used to describe something that easily breaks or crumbles.",そのガラスはもろくてすぐに割れる。,noun
カッコ,カッコ,kakko,名詞-普通名詞-一般,1,parenthesis,"A symbol used in pairs in writing to mark off interjected explanatory or qualifying remarks, to indicate separate groupings of symbols in mathematical operations, etc. In Japanese カッコ usually refers to parentheses, brackets, or other enclosing marks.",彼は日本語の文法でカッコがどう使われるかを学びました。,noun
バレバレ,バレバレ,barebare,名詞-普通名詞-形状詞可能,1,obvious,"The word ""バレバレ"" refers to something that is obvious or blatantly evident. It implies that something is so clear or apparent that it cannot be hidden.",彼の嘘はバレバレだった。,noun - common noun - adjectival noun capable
ライバル,ライバル,raibaru,名詞-普通名詞-一般,1,rival,A competitor or adversary that one competes against in a particular field or contest; someone striving for the same objective or goal as another.,彼は私の最大のライバルです。,noun
ムカつく,ムカツク,muka,動詞-一般,1,irritate,"The word 'ムカつく' is a colloquial verb in Japanese that refers to feeling irritable, annoyed, or disgusted. It can also mean getting upset or angry with someone or something.",彼の言動にはいつもムカつく。,verb
ボケ,ボケ,boke,名詞-普通名詞-一般,1,blur,"In Japanese, ボケ can refer to 'blur' or 'fuzziness.' It is often used in photography to describe the out-of-focus parts of an image, typically producing a pleasing aesthetic effect. Additionally, it can mean senility or mental fade, commonly used to describe symptoms of dementia, or even as a term for a comedic 'fool' in manzai acts.",写真のボケがとてもきれいです。,noun
ヘヘ,ヘヘ,hehe,名詞-普通名詞-一般,1,smile,The word 'ヘヘ' is an expression used to represent a smile or grin. It can also imply a chuckle and is often used in informal communication to convey a lighthearted or amused mood.,彼はジョークを聞いてヘヘと笑った。,noun
フフフフ,フフフフ,fufufufu,名詞-普通名詞-一般,1,laughter,A representation of a giggling or chuckling sound in a comedic or light-hearted context.,彼は友達の冗談を聞いて、フフフフと笑った。,noun
フェロモン,フェロモン,feromon,名詞-普通名詞-一般,1,pheromone,"A chemical substance produced and released into the environment by an animal, especially an insect or other animal, affecting the behavior or physiology of others of its species.",動物はフェロモンを使って他の個体とコミュニケーションを取る。,noun
ビューティフル,ビューティフル,byuuteifuru,形状詞-一般,1,beautiful,"Describing something that is aesthetically pleasing to the senses, often referring to appearance, art, or speech.",その庭はとてもビューティフルだ。,adjective
ビシビシ,ビシビシ,bishibishi,副詞,1,severely,"Used to describe doing something in a strict, severe, or intense manner, often implying that someone is being hard or uncompromising.",先生は学生をビシビシと指導する。,adverb
バスケットボール,バスケットボール,basukettobooru,名詞-普通名詞-一般,1,basketball,"Basketball refers to a team sport in which two teams, typically of five players each, compete to score points by throwing a ball through the opposing team's hoop. It can also refer to the ball used in this sport.",昨日、公園でバスケットボールをした。,noun
キセキ,キセキ,kiseki,名詞-普通名詞-一般,1,miracle,"A miracle refers to an extraordinary event that cannot be explained by natural or scientific laws and is therefore attributed to a divine agency. In a more general sense, it can also refer to an incredibly fortunate event.",雨が止み、虹が出たのはまるで奇跡のようだった。,noun
ハーレム,ハーレム,haaremu,名詞-普通名詞-一般,1,harem,"A group of women associated with one man, or the part of a palace where such women reside, especially in historical or fictional Middle Eastern contexts.",彼は小説の中でハーレムを持っています。,noun
デッヘヘヘ,デッヘヘヘ,dehhehehe,名詞-普通名詞-一般,1,laugh,"A type of laughter sound often used to express a snicker or snide laughter. It represents a mischievous or amused laugh, similar to 'heh heh heh' in English.",彼の話を聞いて、彼女はデッヘヘヘと笑った。,noun
ッス,ッス,ssu,助動詞,1,is,"This is a colloquial contraction of 'です' (desu), often used in informal speech to convey politeness, typically by younger speakers or in casual settings. It shows a copula function, similar to the English 'is'.",お疲れッス！,Auxiliary Verb
チーズ,チーズ,chiizu,名詞-普通名詞-一般,1,cheese,Cheese is a dairy product derived from milk. It is produced in a wide variety of flavors and textures.,チーズが大好きです。,noun
ダァ,ダァ,daa,名詞-普通名詞-一般,1,door,"A door which refers to an entry or exit barrier used in buildings, vehicles, etc. It is typically used to open and close passageways.",彼は静かにドアを閉めた。,noun
スレンダー,スレンダー,surendaa,形状詞-一般,1,slender,"Slender is used to describe someone or something with an elegantly thin or slim form, often implying a graceful and attractive appearance.",彼女はスレンダーな体型をしている。,adjective
スカし,スカシ,suka,動詞-一般,1,pretend,To feign or pretend to do something; can also mean to act subtly or stylishly in a way that might deceive others.,彼はスカし続けたが、誰も彼を信じなかった。,verb - general
キュッ,キュッ,kyutsu,副詞,1,tightly,"Used to describe a quick, sharp, and often tight squeezing or compression action, such as closing a lid or gripping something.",瓶のふたをキュッと締める。,adverb
ﾅﾚｰｼｮﾝ,ﾅﾚｰｼｮﾝ,nare゜shon,名詞-普通名詞-一般,1,narration,"Narration refers to the act of telling a story, providing commentary, or giving a detailed account of events. It can be used in various contexts such as in films, books, or presentations where a voice or text describes the action, providing context or insight.",映画のﾅﾚｰｼｮﾝが印象的だった。,noun
