surface,reading,romaji,pos,frequency,short_translation,detailed_translation,used_in_sentence,english_pos
ケ,ケ,ke,記号-一般,1,ke,"This is the Katakana character ケ which represents the sound 'ke'. It is used in Japanese writing for foreign words or names, scientific terms, and sometimes in place of Kanji or Hiragana for stylistic purposes.",ケーキを食べる。,symbol-general
クリア,クリア,kuria,名詞-普通名詞-サ変形状詞可能,1,clear,"In English, 'clear' as a noun can refer to a completion or clearance, such as in video games or projects where clearing a stage or level is referred to as 'クリア'. It can also mean clarity or clearness.",ゲームのステージをクリアする。,noun
クッ,クッ,kutsu,副詞,1,suddenly,"This word is used to indicate a sudden or abrupt action or change, often conveying a feeling of surprise or unexpectedness.",彼は突然クッと笑った。,adverb
クソッ,クソッ,kusotsu,感動詞-一般,1,Damn,"An interjection used to express frustration, anger, or disappointment. It is often considered a coarse or informal term in casual speech, similar to 'damn' or 'crap' in English.",彼はゲームに負けて、思わず「クソッ！」と叫んだ。,Interjection
キバ,キバ,kiba,名詞-固有名詞-一般,1,Kiba,"Kiba is a proper noun often used as a name in Japanese. It can refer to a masculine given name or may also be used metaphorically to mean 'fangs,' but as a proper noun here, it is likely a name.",彼の名前はキバです。 (His name is Kiba.),proper noun
キッス,キッス,kissu,名詞-普通名詞-サ変可能,1,kiss,"The act of pressing one's lips against another person or an object as a gesture of love, affection, or greeting.",彼は彼女に優しくキッスをした。,noun
ガン,ガン,gan,副詞,1,vigorously,"This adverb means to do something with intensity, force, or energy. It conveys a sense of speaking or acting firmly and decisively.",彼はガンガンとドアを叩いた。,adverb
ガミガミ,ガミガミ,gamigami,副詞,1,naggingly,"The word ""ガミガミ"" is used to describe someone who is nagging or scolding repetitively and often angrily. It conveys a sense of persistent and loud reprimanding.",母は毎朝ガミガミと子供たちに早く起きるように言う。,adverb
エヘヘ,エヘヘ,ehehe,感動詞-一般,1,giggle,"A soft, somewhat embarrassed or shy giggle or chuckle, often used to express amusement or mild embarrassment.",彼女はエヘヘと笑った。,interjection
エヘッ,エヘッ,ehetsu,感動詞-一般,1,Oops,Used to express mild embarrassment or self-consciousness similar to 'oops' or 'tee-hee' in English.,彼はエヘッと笑った。,interjection
